Booking_ID,Booking_Date,Booking_Time,Customer_ID,Driver_ID,Pickup_Location,Drop_Location,Ride_Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Ride_Status,Driver_Rating,Customer_Rating
BK1213,2025-04-12,22:46:30,CUST887,DRV519,Railway Station,Mall,13.26,32.39,263.89,Card,Completed,4.9,3.1
BK1214,2025-06-14,02:28:29,CUST452,DRV231,Mall,Mall,18.23,70.19,245.1,Card,Completed,4.1,4.8
BK1215,2025-05-09,01:53:07,CUST411,DRV268,Mall,Hotel,2.78,9.44,39.97,Cash,Completed,4.8,4.9
BK1216,2025-02-27,11:33:57,CUST180,DRV356,IT Park,Hospital,23.72,69.94,448.22,UPI,Completed,4.7,3.6
BK1217,2025-06-10,09:39:34,CUST756,DRV272,Mall,Mall,21.07,43.7,353.35,Cash,Completed,3.5,3.2
BK1218,2025-06-09,23:57:38,CUST677,DRV142,Airport,Railway Station,3.77,12.79,55.49,UPI,Completed,4.4,3.1
BK1219,2025-06-14,18:16:41,CUST685,DRV526,Airport,College,9.25,28.48,169.51,Cash,Completed,3.6,4.3
BK1220,2025-05-20,09:41:19,CUST924,DRV926,Bus Stand,Hospital,22.38,72.33,310.27,Card,Completed,3.0,4.7
BK1221,2025-01-19,22:03:10,CUST595,DRV575,IT Park,Hotel,2.49,9.34,40.42,Cash,Completed,4.9,4.6
BK1222,2025-02-06,10:55:45,CUST981,DRV453,Bus Stand,Mall,24.95,67.4,452.53,Card,Completed,3.8,4.0
BK1223,2025-05-12,17:06:20,CUST225,DRV373,College,IT Park,16.43,61.57,326.51,UPI,Completed,4.5,3.8
BK1224,2025-01-25,01:18:24,CUST528,DRV354,Mall,Hotel,11.69,40.62,162.61,Cash,Cancelled,,
BK1225,2025-03-22,06:48:10,CUST627,DRV578,College,Hospital,4.54,12.3,64.91,Card,Completed,3.6,3.5
BK1226,2025-01-06,02:25:32,CUST346,DRV320,Hotel,Airport,2.97,6.05,59.11,UPI,Completed,3.9,3.8
BK1227,2025-03-14,15:38:56,CUST788,DRV581,Hospital,Airport,17.63,42.96,345.54,UPI,Completed,4.6,3.2
BK1228,2025-04-21,04:56:16,CUST882,DRV512,Hotel,Airport,11.6,43.6,226.87,Card,Completed,3.9,4.2
BK1229,2025-01-14,18:35:12,CUST395,DRV175,Bus Stand,College,5.84,23.26,80.9,Cash,Completed,4.9,4.3
BK1230,2025-03-13,19:43:39,CUST199,DRV503,Hotel,Hotel,15.98,48.35,221.25,Cash,Completed,3.4,3.4
BK1231,2025-04-04,04:12:38,CUST612,DRV141,Airport,Airport,6.29,22.39,93.1,UPI,Completed,3.1,4.9
BK1232,2025-03-27,15:33:29,CUST627,DRV243,Hotel,Hotel,22.33,86.09,445.69,UPI,Completed,3.3,3.8
BK1233,2025-04-11,19:47:53,CUST444,DRV619,College,Hospital,19.44,65.94,257.21,Card,Completed,4.6,3.4
BK1234,2025-01-05,11:21:43,CUST526,DRV697,Hospital,Airport,7.15,21.98,119.72,Cash,Completed,4.2,3.2
BK1235,2025-05-02,08:41:50,CUST692,DRV691,IT Park,Airport,22.18,56.14,289.14,Cash,Cancelled,,
BK1236,2025-05-03,05:33:40,CUST893,DRV961,Bus Stand,Mall,22.44,87.77,424.05,Cash,Completed,4.6,4.3
BK1237,2025-03-04,01:36:44,CUST119,DRV551,Hotel,Bus Stand,14.67,31.89,223.98,UPI,Completed,3.7,3.5
BK1238,2025-04-16,22:13:26,CUST726,DRV582,Airport,Mall,18.64,55.77,235.77,Cash,Completed,3.4,4.4
BK1239,2025-02-23,17:20:42,CUST485,DRV421,Mall,College,3.75,13.88,59.85,Cash,Completed,4.0,4.2
BK1240,2025-03-29,17:22:43,CUST838,DRV797,Hospital,College,20.97,56.53,365.38,UPI,Completed,4.1,3.5
BK1241,2025-03-05,08:35:19,CUST404,DRV889,Hospital,IT Park,22.21,79.84,383.51,Cash,Completed,4.7,4.7
BK1242,2025-06-30,15:20:30,CUST914,DRV838,Hospital,Hospital,18.29,67.2,321.53,UPI,Completed,4.4,4.2
BK1243,2025-05-27,21:34:24,CUST504,DRV938,Hotel,Mall,19.31,44.75,367.8,Card,Cancelled,,
BK1244,2025-01-11,09:45:05,CUST552,DRV771,Hospital,College,22.05,45.39,410.27,UPI,Completed,3.3,3.7
BK1245,2025-02-21,17:17:59,CUST378,DRV240,Railway Station,IT Park,19.1,44.34,354.19,UPI,Completed,4.7,4.0
BK1246,2025-01-13,21:57:33,CUST338,DRV153,Railway Station,Bus Stand,2.15,5.53,36.41,Card,Completed,5.0,4.3
BK1247,2025-05-01,03:43:49,CUST663,DRV261,Bus Stand,College,7.98,26.08,130.23,Card,Completed,4.6,3.2
BK1248,2025-06-16,06:48:18,CUST761,DRV160,Railway Station,IT Park,19.5,60.11,384.23,Cash,Completed,3.7,4.3
BK1249,2025-01-10,05:26:56,CUST137,DRV956,Bus Stand,College,23.44,51.69,457.03,UPI,Completed,4.4,3.1
BK1250,2025-03-16,01:00:19,CUST209,DRV443,Hospital,College,8.92,30.47,111.85,Cash,Completed,4.2,3.7
BK1251,2025-05-20,16:31:56,CUST971,DRV616,College,Hospital,16.28,34.05,308.87,UPI,Cancelled,,
BK1252,2025-01-29,10:10:46,CUST363,DRV835,Mall,Airport,24.39,96.04,438.95,Cash,Completed,3.3,4.5
BK1253,2025-03-28,09:36:43,CUST279,DRV725,Bus Stand,Bus Stand,2.57,5.25,37.49,Cash,Completed,4.0,4.5
BK1254,2025-03-25,02:25:42,CUST243,DRV588,Hotel,IT Park,17.72,51.24,251.43,UPI,Completed,5.0,3.9
BK1255,2025-03-08,12:15:28,CUST437,DRV409,Airport,Hospital,12.38,28.81,227.28,Cash,Completed,4.4,3.4
BK1256,2025-04-03,22:15:03,CUST576,DRV414,Mall,Bus Stand,3.89,13.07,67.05,Cash,Completed,3.5,4.9
BK1257,2025-05-09,22:49:19,CUST754,DRV402,Hotel,IT Park,5.47,15.67,106.93,UPI,Completed,3.8,4.3
BK1258,2025-02-04,15:09:29,CUST720,DRV482,Bus Stand,College,11.14,28.39,221.37,Cash,Completed,3.8,4.8
BK1259,2025-06-20,06:48:15,CUST710,DRV994,Railway Station,College,7.29,17.69,89.3,Cash,Completed,4.3,3.7
BK1260,2025-06-30,11:04:58,CUST163,DRV948,IT Park,Mall,21.88,64.47,432.03,UPI,Completed,3.4,4.7
BK1261,2025-03-25,16:28:07,CUST834,DRV697,College,Railway Station,19.86,70.34,372.54,Cash,Completed,4.5,4.3
BK1262,2025-04-25,01:29:08,CUST567,DRV677,Airport,College,5.02,10.37,97.22,Cash,Completed,4.2,4.6
BK1263,2025-03-20,23:01:25,CUST103,DRV863,IT Park,Railway Station,13.08,29.23,170.06,UPI,Completed,4.4,3.9
BK1264,2025-04-19,11:44:04,CUST161,DRV170,College,Airport,6.61,19.72,82.72,Card,Completed,4.2,3.5
BK1265,2025-04-15,05:49:08,CUST846,DRV761,Bus Stand,Hotel,20.34,53.31,318.15,Card,Completed,3.0,3.1
BK1266,2025-04-25,12:24:05,CUST777,DRV995,Mall,Hotel,11.03,32.65,185.31,UPI,Completed,3.6,4.4
BK1267,2025-02-15,17:25:33,CUST328,DRV954,Airport,Airport,21.78,77.53,268.26,Card,Completed,4.0,3.2
BK1268,2025-04-29,21:46:34,CUST488,DRV943,IT Park,IT Park,7.57,30.08,99.47,Card,Completed,4.0,4.2
BK1269,2025-03-30,04:17:12,CUST842,DRV883,Railway Station,Airport,18.16,56.65,219.34,Cash,Cancelled,,
BK1270,2025-04-18,19:49:59,CUST116,DRV346,IT Park,Railway Station,9.51,28.87,120.8,UPI,Cancelled,,
BK1271,2025-06-02,01:28:38,CUST993,DRV149,IT Park,Airport,10.06,20.79,127.04,Card,Completed,3.8,3.3
BK1272,2025-04-23,07:34:13,CUST894,DRV157,Mall,Hospital,15.05,50.85,276.99,UPI,Completed,3.4,3.3
BK1273,2025-05-28,10:36:38,CUST938,DRV428,IT Park,Hospital,4.41,14.43,77.84,UPI,Completed,3.1,4.9
BK1274,2025-06-19,16:14:26,CUST162,DRV670,Mall,Bus Stand,3.2,9.86,56.55,Cash,Completed,4.7,4.4
BK1275,2025-05-07,01:22:41,CUST904,DRV637,Hotel,Bus Stand,20.44,54.76,378.52,Card,Completed,3.2,4.8
BK1276,2025-02-08,09:24:11,CUST584,DRV346,IT Park,Hospital,14.59,53.03,227.87,Cash,Completed,4.3,4.1
BK1277,2025-02-06,14:58:03,CUST526,DRV670,Mall,Bus Stand,18.83,40.73,235.05,UPI,Completed,3.5,3.3
BK1278,2025-03-07,06:21:41,CUST560,DRV967,Hotel,Railway Station,22.05,53.77,436.74,Cash,Completed,3.7,3.4
BK1279,2025-02-18,01:17:24,CUST717,DRV140,Railway Station,IT Park,20.16,66.88,322.27,Cash,Completed,4.1,4.4
BK1280,2025-06-21,17:13:30,CUST440,DRV410,Airport,IT Park,7.25,28.95,143.54,UPI,Completed,4.3,3.4
BK1281,2025-01-31,23:48:30,CUST812,DRV718,IT Park,Bus Stand,17.65,37.85,216.13,UPI,Cancelled,,
BK1282,2025-05-22,10:49:18,CUST646,DRV764,Hotel,Hospital,7.93,23.2,150.24,Card,Completed,4.5,4.5
BK1283,2025-04-03,16:56:31,CUST922,DRV839,College,Hotel,11.79,31.74,176.48,UPI,Completed,5.0,3.1
BK1284,2025-04-05,10:26:02,CUST326,DRV859,Mall,Airport,21.94,69.27,340.27,Card,Completed,4.5,4.0
BK1285,2025-05-22,18:37:46,CUST256,DRV300,Hotel,IT Park,22.09,83.97,339.61,Card,Completed,3.6,4.2
BK1286,2025-05-26,07:31:35,CUST801,DRV445,Hospital,College,22.98,55.64,390.29,Cash,Completed,4.3,4.5
BK1287,2025-06-14,23:31:29,CUST914,DRV460,Mall,Mall,5.03,17.26,96.94,Cash,Completed,3.4,3.5
BK1288,2025-05-20,15:11:58,CUST757,DRV160,Airport,Railway Station,24.34,57.49,458.45,Cash,Cancelled,,
BK1289,2025-01-13,00:26:08,CUST336,DRV169,Mall,Airport,13.32,33.23,252.63,UPI,Completed,3.9,4.0
BK1290,2025-05-10,14:23:03,CUST782,DRV731,College,College,10.26,32.69,136.54,UPI,Completed,3.8,4.9
BK1291,2025-01-02,17:35:26,CUST642,DRV839,Hospital,Hospital,7.94,26.31,115.94,UPI,Completed,4.5,3.3
BK1292,2025-05-09,22:43:27,CUST283,DRV209,Railway Station,Mall,24.31,70.68,337.63,UPI,Completed,3.1,3.3
BK1293,2025-02-19,19:33:16,CUST373,DRV914,Bus Stand,Railway Station,13.95,37.3,259.9,Card,Completed,3.9,3.5
BK1294,2025-04-14,14:36:15,CUST331,DRV407,Railway Station,Airport,16.19,55.27,215.92,UPI,Cancelled,,
BK1295,2025-04-14,12:24:35,CUST752,DRV109,Mall,Railway Station,5.86,12.15,104.84,Card,Completed,4.3,3.9
BK1296,2025-04-22,20:50:21,CUST978,DRV197,Airport,IT Park,21.42,77.35,357.35,UPI,Completed,4.7,3.4
BK1297,2025-06-27,18:30:17,CUST176,DRV800,Hospital,Airport,4.57,11.61,56.93,UPI,Completed,4.1,4.9
BK1298,2025-03-22,00:13:37,CUST940,DRV829,Bus Stand,Railway Station,2.9,6.51,45.29,Card,Completed,4.9,3.6
BK1299,2025-02-11,18:15:36,CUST498,DRV793,Hotel,Bus Stand,13.67,28.48,180.26,Cash,Completed,5.0,4.9
BK1300,2025-02-05,22:46:05,CUST454,DRV154,Railway Station,Bus Stand,2.11,8.24,36.11,UPI,Completed,4.7,3.9
BK1301,2025-01-20,10:38:49,CUST709,DRV506,Hotel,Airport,13.86,41.27,240.26,Cash,Completed,3.3,3.1
BK1302,2025-03-11,14:31:14,CUST484,DRV542,Mall,Bus Stand,9.08,30.96,123.62,UPI,Completed,4.3,4.9
BK1303,2025-06-08,09:51:15,CUST184,DRV374,Mall,Bus Stand,4.16,13.92,64.69,Cash,Completed,4.7,3.4
BK1304,2025-06-12,04:47:24,CUST209,DRV193,Airport,Hospital,17.93,65.91,350.66,Card,Completed,4.4,4.0
BK1305,2025-04-03,08:06:08,CUST541,DRV559,Bus Stand,Railway Station,16.21,60.59,268.52,UPI,Completed,3.1,4.9
BK1306,2025-01-23,11:35:05,CUST903,DRV432,Bus Stand,Airport,17.86,59.89,245.14,Card,Completed,4.3,3.8
BK1307,2025-04-16,12:49:05,CUST672,DRV348,Mall,Bus Stand,16.98,37.58,293.12,UPI,Completed,5.0,3.1
BK1308,2025-02-05,08:19:17,CUST164,DRV271,Bus Stand,Hospital,24.48,68.88,464.29,Card,Completed,4.6,4.1
BK1309,2025-03-18,15:50:04,CUST352,DRV838,College,IT Park,18.98,71.31,289.12,Card,Completed,3.7,4.3
BK1310,2025-01-28,04:19:00,CUST440,DRV961,Bus Stand,Hotel,20.58,72.54,378.31,Card,Cancelled,,
BK1311,2025-03-27,13:52:52,CUST708,DRV239,Hospital,Hotel,12.02,43.7,155.8,Cash,Cancelled,,
BK1312,2025-06-27,06:30:20,CUST507,DRV426,Hospital,College,14.52,29.21,211.94,Cash,Completed,3.7,3.8
BK1313,2025-03-04,10:24:17,CUST502,DRV473,Railway Station,IT Park,18.0,49.99,280.61,Cash,Completed,3.5,3.7
BK1314,2025-05-20,05:43:49,CUST844,DRV572,IT Park,College,7.23,15.52,121.66,Card,Completed,4.3,4.2
BK1315,2025-06-27,02:52:54,CUST518,DRV789,College,Mall,12.66,34.94,239.36,Cash,Completed,4.0,4.0
BK1316,2025-03-19,07:16:42,CUST533,DRV908,Bus Stand,Railway Station,2.59,6.95,38.96,Card,Completed,3.8,4.2
BK1317,2025-06-03,15:37:25,CUST990,DRV808,Bus Stand,Airport,14.27,45.89,258.56,Card,Completed,4.6,4.4
BK1318,2025-06-29,17:38:40,CUST211,DRV887,IT Park,Hotel,23.98,48.83,325.32,UPI,Cancelled,,
BK1319,2025-06-15,19:02:36,CUST793,DRV762,Bus Stand,Hotel,2.17,7.15,41.63,Card,Cancelled,,
BK1320,2025-01-28,00:06:16,CUST864,DRV631,IT Park,College,7.6,29.29,94.86,Card,Completed,4.9,3.7
BK1321,2025-04-11,14:49:43,CUST612,DRV254,Hotel,Airport,4.33,12.87,60.85,Card,Completed,3.6,3.6
BK1322,2025-01-27,09:26:58,CUST218,DRV951,Mall,Hotel,20.47,63.01,296.62,Card,Cancelled,,
BK1323,2025-03-29,14:50:13,CUST456,DRV587,Railway Station,College,16.04,55.05,227.46,Cash,Completed,3.8,3.2
BK1324,2025-06-28,14:20:04,CUST929,DRV827,Railway Station,Airport,6.17,20.74,83.0,Card,Completed,4.1,4.4
BK1325,2025-06-15,03:43:51,CUST858,DRV349,Mall,Mall,4.46,13.98,62.67,Card,Completed,4.9,4.0
BK1326,2025-05-24,13:29:14,CUST744,DRV288,Mall,Bus Stand,20.54,63.68,253.61,Card,Completed,4.3,4.9
BK1327,2025-01-08,23:39:56,CUST706,DRV539,Bus Stand,Airport,15.84,57.63,302.13,Cash,Completed,3.5,3.4
BK1328,2025-02-24,06:17:48,CUST915,DRV164,Railway Station,Mall,16.05,45.29,300.44,Card,Completed,4.8,3.7
BK1329,2025-03-25,06:29:07,CUST983,DRV601,Hotel,Bus Stand,7.45,26.53,105.78,Cash,Completed,4.6,3.8
BK1330,2025-04-11,18:07:22,CUST568,DRV732,Mall,Hospital,17.35,38.02,294.79,Cash,Completed,3.9,4.2
BK1331,2025-06-01,02:43:08,CUST344,DRV412,Railway Station,Mall,5.86,20.36,110.77,Card,Completed,3.4,3.2
BK1332,2025-06-27,04:32:24,CUST241,DRV688,Bus Stand,Bus Stand,2.54,8.34,42.82,UPI,Completed,4.1,3.5
BK1333,2025-05-05,20:34:44,CUST277,DRV668,Mall,College,10.99,35.05,175.56,Card,Cancelled,,
BK1334,2025-02-05,05:20:53,CUST154,DRV986,Hotel,Airport,24.72,56.19,434.11,Card,Completed,3.8,3.9
BK1335,2025-02-04,06:52:24,CUST617,DRV768,College,Bus Stand,18.5,62.62,368.71,Cash,Cancelled,,
BK1336,2025-05-06,13:45:53,CUST271,DRV184,Airport,IT Park,4.95,10.93,88.08,Card,Completed,4.2,3.5
BK1337,2025-01-09,08:14:34,CUST899,DRV568,College,Railway Station,3.83,8.32,73.36,Cash,Completed,3.4,3.6
BK1338,2025-01-30,08:49:34,CUST475,DRV655,Airport,College,7.21,19.54,90.52,Cash,Completed,4.0,3.1
BK1339,2025-02-25,13:06:47,CUST869,DRV353,Hospital,Airport,20.41,50.36,333.09,Card,Completed,4.8,4.3
BK1340,2025-03-09,11:55:52,CUST986,DRV220,IT Park,IT Park,14.26,37.77,209.11,Cash,Completed,4.3,5.0
BK1341,2025-05-31,22:22:55,CUST747,DRV538,Mall,Mall,17.22,53.65,307.29,UPI,Completed,3.9,3.1
BK1342,2025-02-22,01:36:22,CUST711,DRV651,Mall,Hotel,14.93,58.45,200.1,Cash,Completed,4.4,3.4
BK1343,2025-03-16,09:36:17,CUST626,DRV795,Railway Station,Mall,14.32,31.41,223.43,Card,Cancelled,,
BK1344,2025-01-16,08:55:41,CUST986,DRV235,IT Park,Mall,19.39,52.26,335.82,Cash,Completed,4.6,4.9
BK1345,2025-03-24,07:48:53,CUST601,DRV245,Hospital,Bus Stand,7.4,20.71,97.82,Card,Completed,5.0,4.9
BK1346,2025-04-26,02:40:50,CUST195,DRV512,Hospital,Hotel,14.42,53.12,233.14,Card,Cancelled,,
BK1347,2025-05-05,10:37:00,CUST967,DRV850,Railway Station,College,16.34,35.59,294.81,Cash,Cancelled,,
BK1348,2025-06-20,22:22:54,CUST647,DRV507,IT Park,Bus Stand,4.94,18.04,90.19,UPI,Completed,4.4,3.1
BK1349,2025-05-07,08:20:53,CUST660,DRV691,Mall,College,8.97,22.66,133.48,Card,Completed,3.2,4.9
BK1350,2025-06-24,01:02:06,CUST956,DRV570,Airport,Railway Station,14.74,38.49,223.69,UPI,Completed,3.9,4.2
BK1351,2025-04-23,14:00:27,CUST805,DRV235,Hospital,Mall,13.86,53.21,221.42,Card,Completed,5.0,4.7
BK1352,2025-01-24,20:23:16,CUST780,DRV764,Mall,Airport,6.8,26.26,87.93,Card,Completed,4.6,3.8
BK1353,2025-06-10,09:46:44,CUST539,DRV771,Railway Station,Railway Station,22.19,82.9,409.35,UPI,Completed,4.6,3.6
BK1354,2025-02-24,15:04:08,CUST631,DRV796,College,Airport,3.86,10.83,51.68,UPI,Completed,4.4,3.7
BK1355,2025-06-28,10:52:07,CUST532,DRV810,Mall,College,24.44,80.21,454.09,UPI,Cancelled,,
BK1356,2025-02-28,12:05:46,CUST205,DRV420,Hotel,Hospital,5.05,18.81,97.88,UPI,Completed,4.0,4.2
BK1357,2025-04-08,04:41:43,CUST643,DRV676,Airport,Mall,19.59,46.03,313.84,Card,Completed,3.8,3.3
BK1358,2025-03-31,23:13:40,CUST521,DRV730,College,IT Park,10.45,22.32,127.56,UPI,Completed,3.3,4.9
BK1359,2025-01-26,04:48:07,CUST493,DRV459,Bus Stand,Hotel,14.64,57.56,226.33,UPI,Completed,3.6,4.0
BK1360,2025-03-05,08:41:05,CUST715,DRV714,Hospital,Airport,12.11,26.78,207.4,Cash,Completed,3.4,4.2
BK1361,2025-03-19,06:33:38,CUST865,DRV501,Hospital,Airport,16.95,39.05,211.72,UPI,Completed,4.6,3.9
BK1362,2025-05-07,12:07:15,CUST708,DRV172,Airport,Hotel,3.34,13.33,41.62,Card,Completed,4.4,5.0
BK1363,2025-02-03,12:55:53,CUST474,DRV659,Mall,College,7.5,17.13,97.28,UPI,Completed,3.6,3.2
BK1364,2025-01-05,18:04:00,CUST140,DRV161,Bus Stand,Hospital,17.92,38.07,288.07,Cash,Completed,5.0,4.6
BK1365,2025-05-09,13:27:44,CUST755,DRV649,Mall,Hospital,16.15,42.19,274.41,UPI,Completed,4.1,3.9
BK1366,2025-03-21,02:32:58,CUST927,DRV259,Hotel,Bus Stand,5.01,18.9,78.15,Cash,Completed,3.4,3.7
BK1367,2025-06-12,20:43:41,CUST815,DRV547,IT Park,Airport,11.52,42.11,205.85,UPI,Completed,4.5,3.0
BK1368,2025-01-23,13:07:29,CUST156,DRV416,Mall,Railway Station,11.57,34.28,140.62,UPI,Completed,3.5,4.5
BK1369,2025-02-05,22:00:10,CUST455,DRV635,Hospital,Mall,5.15,15.81,70.67,Card,Completed,3.0,3.5
BK1370,2025-02-02,23:49:55,CUST220,DRV889,Airport,Hotel,24.45,88.1,481.09,Card,Completed,4.0,3.2
BK1371,2025-03-11,16:04:16,CUST690,DRV742,Railway Station,College,14.6,42.47,273.82,Card,Completed,3.2,4.0
BK1372,2025-05-11,11:03:31,CUST270,DRV476,Mall,Hospital,5.45,14.44,97.55,UPI,Cancelled,,
BK1373,2025-05-27,21:46:07,CUST621,DRV102,Airport,Airport,12.95,35.64,196.27,UPI,Completed,3.9,4.6
BK1374,2025-01-12,15:23:24,CUST283,DRV978,Airport,Bus Stand,22.52,88.07,412.01,UPI,Cancelled,,
BK1375,2025-03-24,07:26:58,CUST377,DRV945,Railway Station,Hotel,9.25,31.23,143.38,UPI,Completed,3.5,4.7
BK1376,2025-05-09,21:57:03,CUST923,DRV628,Airport,Bus Stand,2.88,10.95,45.19,UPI,Completed,4.3,4.3
BK1377,2025-04-30,09:49:54,CUST188,DRV666,College,Airport,22.59,73.94,382.03,Card,Completed,3.1,4.0
BK1378,2025-02-21,09:36:50,CUST737,DRV348,College,Hotel,5.45,18.94,87.73,Cash,Completed,4.4,3.1
BK1379,2025-05-07,06:46:57,CUST915,DRV351,Mall,Airport,3.95,13.56,49.68,Card,Completed,3.1,3.0
BK1380,2025-01-07,07:34:22,CUST810,DRV998,Airport,Hotel,24.0,83.4,355.82,UPI,Completed,3.6,3.7
BK1381,2025-06-18,12:54:47,CUST206,DRV310,IT Park,Bus Stand,19.82,65.86,267.2,Card,Completed,3.3,3.2
BK1382,2025-01-16,04:45:17,CUST337,DRV965,Bus Stand,Hotel,17.19,60.66,242.73,Card,Completed,3.0,3.2
BK1383,2025-01-22,18:06:32,CUST939,DRV503,Railway Station,Airport,24.26,62.85,440.41,Card,Completed,4.2,3.8
BK1384,2025-06-19,04:15:18,CUST422,DRV920,Bus Stand,Hotel,6.73,15.09,113.87,Card,Completed,4.5,4.3
BK1385,2025-04-26,08:14:04,CUST239,DRV898,Railway Station,Mall,14.2,29.59,280.42,UPI,Cancelled,,
BK1386,2025-02-12,14:29:20,CUST648,DRV466,IT Park,College,20.37,52.67,404.14,Card,Completed,4.2,4.2
BK1387,2025-04-29,08:54:07,CUST926,DRV802,Hospital,Airport,19.21,69.61,331.41,UPI,Completed,3.3,3.7
BK1388,2025-03-25,04:05:45,CUST464,DRV505,Airport,Hospital,23.35,57.19,349.72,Card,Completed,3.9,3.9
BK1389,2025-02-14,00:25:54,CUST866,DRV663,IT Park,Railway Station,16.1,62.57,224.2,Card,Completed,3.2,3.4
BK1390,2025-01-27,04:07:00,CUST899,DRV327,Mall,IT Park,22.4,73.73,320.03,Card,Completed,4.6,4.7
BK1391,2025-04-06,21:40:41,CUST700,DRV365,Railway Station,Airport,21.47,82.4,300.96,UPI,Completed,4.5,3.9
BK1392,2025-02-20,20:28:51,CUST967,DRV949,Hotel,Railway Station,21.37,73.88,389.18,UPI,Completed,4.3,3.4
BK1393,2025-04-29,01:10:59,CUST941,DRV841,Bus Stand,College,14.54,57.71,283.52,UPI,Completed,3.1,3.3
BK1394,2025-04-08,21:27:11,CUST291,DRV381,Hospital,College,5.03,17.36,93.27,UPI,Completed,3.4,4.0
BK1395,2025-01-09,19:39:39,CUST402,DRV610,Bus Stand,College,21.34,73.96,348.65,UPI,Completed,4.2,4.0
BK1396,2025-01-23,08:24:08,CUST758,DRV916,IT Park,Airport,8.84,27.67,154.8,Card,Completed,4.7,4.3
BK1397,2025-04-02,15:34:50,CUST679,DRV614,Hotel,Bus Stand,19.51,45.27,306.16,Card,Completed,3.0,3.5
BK1398,2025-02-16,00:20:38,CUST930,DRV897,Hospital,Airport,18.71,74.53,239.36,Card,Completed,3.8,4.6
BK1399,2025-05-16,11:49:37,CUST263,DRV202,IT Park,IT Park,6.69,20.81,119.51,Card,Cancelled,,
BK1400,2025-05-17,23:03:48,CUST324,DRV689,Bus Stand,Hotel,16.17,38.42,240.01,UPI,Cancelled,,
BK1401,2025-02-15,07:37:20,CUST814,DRV467,Airport,Hotel,20.03,62.26,241.2,Cash,Completed,4.5,3.1
BK1402,2025-05-25,04:36:12,CUST929,DRV604,Hospital,Mall,19.15,46.06,376.58,Card,Completed,3.7,3.7
BK1403,2025-01-10,02:03:14,CUST120,DRV639,College,Airport,5.42,14.15,103.05,Card,Completed,5.0,3.7
BK1404,2025-06-07,06:51:08,CUST281,DRV921,Hotel,Airport,12.32,42.43,235.18,UPI,Completed,4.2,3.8
BK1405,2025-02-07,18:45:58,CUST213,DRV966,Hotel,Railway Station,11.49,38.97,138.18,Card,Completed,4.2,3.7
BK1406,2025-06-30,21:25:37,CUST409,DRV430,Mall,Mall,20.27,44.31,338.62,Cash,Completed,4.0,4.3
BK1407,2025-04-22,20:31:41,CUST824,DRV675,Hotel,IT Park,3.49,11.03,57.56,Cash,Completed,4.1,4.2
BK1408,2025-05-31,05:24:19,CUST401,DRV230,Mall,Airport,17.56,63.39,248.62,Cash,Completed,4.7,4.0
BK1409,2025-05-27,12:54:49,CUST133,DRV286,Hotel,IT Park,3.77,7.98,55.32,Cash,Cancelled,,
BK1410,2025-05-25,03:59:31,CUST863,DRV179,IT Park,Hotel,20.05,68.48,367.09,Card,Completed,4.0,3.9
BK1411,2025-02-12,20:56:05,CUST786,DRV754,Hotel,College,5.39,14.32,83.39,UPI,Completed,3.2,3.4
BK1412,2025-03-09,06:15:44,CUST362,DRV905,Railway Station,Airport,15.76,54.71,314.99,UPI,Completed,4.9,4.3
BK1413,2025-04-09,14:46:26,CUST523,DRV604,Bus Stand,Hotel,11.69,38.25,213.75,Cash,Cancelled,,
BK1414,2025-04-07,03:53:30,CUST691,DRV766,IT Park,Mall,4.72,13.31,88.35,Card,Completed,3.8,4.1
BK1415,2025-01-19,01:18:01,CUST207,DRV175,Hotel,Mall,15.52,36.77,231.22,Card,Completed,3.7,3.1
BK1416,2025-02-11,23:04:35,CUST195,DRV446,College,Airport,2.56,9.38,36.31,Card,Cancelled,,
BK1417,2025-06-17,05:38:56,CUST154,DRV203,Hotel,IT Park,13.92,36.16,271.79,UPI,Completed,3.5,3.9
BK1418,2025-04-15,22:35:46,CUST653,DRV371,Hospital,Hospital,22.07,81.3,297.7,UPI,Cancelled,,
BK1419,2025-01-25,01:25:36,CUST602,DRV257,Airport,Hotel,20.46,59.67,324.57,UPI,Completed,3.3,3.2
BK1420,2025-04-20,02:18:52,CUST714,DRV591,IT Park,Railway Station,18.74,56.09,290.37,UPI,Completed,4.5,4.5
BK1421,2025-02-22,05:40:18,CUST584,DRV964,Railway Station,Hospital,5.65,18.2,73.92,Card,Cancelled,,
BK1422,2025-05-01,15:57:42,CUST757,DRV657,Bus Stand,Mall,19.28,63.89,378.91,Card,Completed,3.1,3.1
BK1423,2025-04-08,11:11:28,CUST550,DRV576,Hospital,IT Park,8.49,21.42,118.65,Card,Completed,4.8,3.5
BK1424,2025-05-25,01:09:48,CUST199,DRV187,Hotel,Bus Stand,8.25,29.03,128.68,Cash,Completed,4.6,3.1
BK1425,2025-02-28,17:03:53,CUST635,DRV528,College,IT Park,13.21,27.31,165.14,Card,Completed,4.8,3.3
BK1426,2025-03-18,02:25:57,CUST135,DRV614,Mall,Railway Station,14.25,40.22,210.6,Card,Cancelled,,
BK1427,2025-02-14,05:13:51,CUST143,DRV533,Railway Station,Bus Stand,22.7,46.39,392.94,UPI,Completed,4.9,4.1
